"SEXO";"EDAD";"ESTC";"NIVELEST";"SIT_LAB";"TIP_JOR";"ACTIV";"OCUPACION1";"OCUPACION2";"ING_HOG";"TIP_H";"TOT_MH";"TOTAL10_15";"TOT_MEN16";"TOT_MAY74";"TOT_16_64_T";"TOT_16_64_NT";"TOT_16_24_E";"INTEFOR1";"INTEFOR2";"SERV14_1";"SERV14_2";"SERV14_3";"SERV14_4";"SERV14_5";"SERV14_6";"SERV15_1";"SERV15_2";"SERV15_3";"SERV15_4";"SERV15_5";"SERV15_6";"SERV16_1";"SERV16_2";"SERV16_3";"SERV16_4";"SERV17_1";"SERV17_2";"SERV17_3";"ALMINT";"SERV18_1";"SERV18_2";"SERV18_3";"COMPRAS";"ULT_COM";"PROD1";"PROD2";"PROD3";"PROD4";"PROD5";"PROD6";"PROD7";"PROD8";"PROD9";"PROD10";"PROD11";"PROD12";"PROD13";"PROD14";"PROD15";"PROD16";"VENDPRIV";"VENDEDOR1";"VENDEDOR2";"VENDEDOR3";"VENDEDOR4";"NCOMPRAS";"VCOMPRAS";"NCOMPRAS_cont";"VCOMPRAS_cont"
6;50;2;6;1;1;9;6;6;6;4;4;0;0;0;2;2;2;1;1;1;1;6;1;1;1;6;6;1;6;6;6;1;6;6;6;6;1;6;1;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;1;1;1;6;6;6;6;1;6;6;6;2;2;3;94
1;79;2;0;6;NA;NA;NA;NA;1;3;2;0;0;1;0;0;0;1;1;1;6;6;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;44;2;7;1;1;6;6;6;5;4;4;2;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;6;1;6;1;1;1;6;1;1;1;1;6;6;6;6;6;1;6;6;1;2;2;1;6;1;1;1;6;6;6;4;3;21;174
6;72;5;3;6;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;6;1;6;6;6;1;6;6;1;6;1;6;6;6;6;6;1;1;6;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6;6;1;6;6;6;1;4;1;362
6;63;3;3;9;NA;NA;NA;NA;6;5;4;0;1;0;1;2;0;6;1;6;1;1;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;54;2;3;1;1;9;6;6;3;4;4;0;0;0;3;1;0;1;1;1;1;1;1;1;6;1;1;6;1;6;6;6;1;1;1;6;1;6;1;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;57;3;1;6;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;1;1;6;1;1;1;1;1;1;6;1;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;57;2;5;2;2;9;1;6;2;3;2;0;0;0;1;1;0;1;6;1;1;6;1;1;1;6;6;1;6;6;6;1;1;6;6;6;1;6;1;6;6;6;1;2;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;71;2;1;6;NA;NA;NA;NA;2;3;2;0;0;0;0;0;0;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;45;2;6;1;1;9;6;6;3;4;4;1;2;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;6;1;1;2;2;6;1;6;1;1;1;6;4;7;13;1140
6;58;2;7;1;1;9;6;6;5;4;4;0;0;0;2;2;2;1;1;1;1;1;1;1;1;6;1;1;1;6;6;6;6;6;6;1;1;6;1;1;1;1;1;2;2;6;6;6;6;6;2;2;6;6;6;6;6;6;6;2;6;NA;NA;NA;NA;NA;NA;NA;NA
6;78;3;0;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;1;1;6;1;6;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;61;1;3;6;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;84;3;1;9;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;63;1;6;1;1;9;6;6;3;5;2;0;0;1;1;0;0;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;1;6;1;6;1;6;1;6;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;38;2;3;2;2;4;6;6;5;4;5;0;1;0;2;2;2;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;6;6;6;6;1;1;6;6;1;1;1;1;1;1;1;1;6;6;6;6;6;2;6;6;1;6;6;6;1;1;1;1;6;3;3;7;175
1;51;2;3;2;2;8;1;6;1;4;3;0;0;0;2;1;1;9;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;72;3;1;6;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;1;1;6;1;6;1;6;1;6;1;1;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;43;2;7;0;NA;NA;NA;NA;3;4;4;0;2;0;1;1;0;1;6;1;1;1;1;1;1;1;6;1;1;6;6;1;1;6;6;1;1;6;1;6;6;6;1;1;1;1;1;6;6;6;6;6;6;1;2;2;1;6;6;6;6;1;1;1;1;4;5;13;512
1;71;2;0;6;NA;NA;NA;NA;4;3;2;0;0;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;43;2;6;1;1;9;6;6;2;2;2;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;6;1;6;1;1;1;1;1;2;2;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA
6;82;3;7;6;NA;NA;NA;NA;6;2;3;0;0;1;2;0;0;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;1;6;6;6;6;1;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;43;1;5;1;1;8;6;6;3;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;6;6;6;1;6;6;6;6;1;1;1;1;6;6;1;1;6;2;6;1;6;6;1;6;6;6;6;6;2;2;6;2;1;1;1;6;6;3;3;8;300
1;52;1;2;1;1;4;1;6;2;3;2;0;0;0;1;1;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;36;2;2;1;1;1;6;6;3;4;4;0;2;0;2;0;0;1;1;1;1;6;1;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;2;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
1;45;2;2;1;2;4;1;6;2;4;3;0;0;0;2;1;1;6;1;6;1;1;1;1;1;6;6;6;1;6;6;1;1;6;6;6;1;1;6;6;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;42;2;5;1;1;5;6;1;4;4;3;0;1;0;2;0;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;1;1;1;6;1;1;1;1;1;6;1;1;1;1;1;6;6;6;6;6;6;1;1;1;1;6;6;6;6;1;6;6;6;1;8;1;NA
6;76;5;6;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;1;1;1;1;1;6;1;1;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;1;6;2;3;4;243
1;91;1;2;7;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;68;3;3;6;NA;NA;NA;NA;2;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;6;6;1;6;1;1;6;1;6;6;1;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;21;1;2;4;NA;NA;NA;NA;6;2;2;0;0;0;1;1;0;1;1;1;6;1;1;6;1;1;1;1;1;6;6;6;1;6;6;6;1;1;1;6;1;6;1;1;1;1;6;1;6;6;6;1;6;6;1;6;1;6;6;6;2;1;1;6;6;4;3;11;248
6;47;2;3;1;1;8;6;6;4;4;3;1;1;0;2;0;0;1;1;1;1;1;1;1;1;6;6;6;6;6;6;1;6;6;6;6;1;6;1;6;6;1;1;1;2;6;6;2;6;6;6;1;1;6;6;6;2;6;6;6;6;6;1;6;6;1;1;1;35
1;34;1;5;3;1;5;6;1;2;4;3;0;1;0;2;0;0;1;6;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;1;6;1;6;6;6;1;1;1;1;1;1;6;6;6;2;2;6;1;6;2;2;1;1;6;1;1;1;6;3;4;10;404
1;69;2;2;6;NA;NA;NA;NA;2;3;2;0;0;0;0;0;0;1;1;1;1;6;1;1;6;6;6;6;6;6;6;1;6;6;6;6;1;6;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;40;1;2;4;NA;NA;NA;NA;1;5;4;0;1;0;1;2;0;6;1;1;1;1;1;1;1;1;6;6;1;6;6;1;1;6;6;6;6;6;6;6;6;6;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;69;4;1;6;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;6;1;6;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;1;1;6;6;6;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;70;2;6;6;NA;NA;NA;NA;5;3;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;1;6;6;1;6;1;2;2;6;2;2;6;6;6;6;6;6;2;2;6;6;6;2;6;NA;NA;NA;NA;NA;NA;NA;NA
6;51;1;3;0;NA;NA;NA;NA;2;1;1;0;0;0;0;1;0;6;1;6;6;6;1;1;6;1;1;6;1;1;6;1;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;71;2;1;6;NA;NA;NA;NA;2;3;2;0;0;0;0;0;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;87;3;0;9;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;61;3;7;3;1;9;6;6;5;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;1;1;1;1;1;1;1;2;6;2;2;6;6;1;6;1;6;6;6;6;6;6;6;6;1;6;1;1;4;5;20;661
6;35;1;7;3;1;5;6;6;2;5;4;0;1;0;3;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;1;1;6;1;1;6;1;6;1;1;2;2;2;6;6;6;6;6;6;2;6;2;6;6;6;6;6;2;NA;NA;NA;NA;NA;NA;NA;NA
1;43;1;7;1;1;10;6;1;4;4;4;0;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;1;1;1;1;1;6;6;1;1;1;6;1;1;6;6;6;1;1;6;1;1;2;2;6;1;6;1;1;1;1;4;6;34;820
6;78;1;0;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;54;2;3;9;NA;NA;NA;NA;3;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;6;1;6;6;6;1;6;6;6;6;1;1;1;2;6;6;6;6;6;6;1;2;6;1;6;2;6;6;6;1;1;6;6;2;2;4;53
1;65;2;6;6;NA;NA;NA;NA;6;3;2;0;0;0;0;1;0;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;59;4;2;1;2;4;1;6;2;1;1;0;0;0;1;0;0;1;1;6;1;6;1;1;1;6;1;6;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;42;1;5;1;1;5;6;6;3;1;1;0;0;0;1;0;0;1;1;1;1;6;1;1;1;1;1;1;1;1;6;1;1;6;1;6;1;1;1;1;1;1;1;1;2;2;6;1;1;2;1;1;1;6;1;1;6;1;1;1;6;1;1;6;6;2;3;4;273
6;67;5;2;7;NA;NA;NA;NA;2;1;1;0;0;0;0;0;0;1;1;1;1;6;1;1;1;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;69;2;1;6;NA;NA;NA;NA;2;3;2;0;0;0;0;0;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;35;1;5;0;NA;NA;NA;NA;4;5;2;0;0;0;1;1;0;1;6;1;1;1;1;1;1;6;1;6;6;1;6;1;6;6;6;6;1;1;6;6;6;6;1;1;1;6;1;1;6;6;6;6;6;6;1;1;1;1;6;6;6;1;6;6;6;1;3;2;274
1;56;4;3;1;1;9;6;6;2;1;1;0;0;0;1;0;0;6;1;1;6;6;6;1;1;1;6;6;1;6;6;1;1;1;1;6;1;6;6;1;1;6;1;2;6;6;6;2;6;6;6;6;2;6;6;6;6;2;6;2;6;NA;NA;NA;NA;NA;NA;NA;NA
6;87;3;0;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;64;3;3;6;NA;NA;NA;NA;6;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;1;6;6;6;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;17;1;2;5;NA;NA;NA;NA;6;2;4;1;1;0;1;2;2;1;1;1;1;1;1;6;1;1;6;6;1;6;6;1;6;6;6;6;6;6;6;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;75;3;1;6;NA;NA;NA;NA;3;3;2;0;0;2;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;77;1;1;6;NA;NA;NA;NA;2;5;2;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;61;2;7;1;1;9;6;6;5;4;3;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;1;6;1;1;1;1;1;1;6;6;6;6;6;6;6;1;6;1;6;1;1;1;6;1;6;1;6;6;6;4;4;11;389
1;66;2;6;6;NA;NA;NA;NA;3;4;4;0;1;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;6;6;1;6;6;6;6;6;6;6;6;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;74;3;1;9;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;6;1;6;6;1;1;1;6;6;6;6;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;70;2;1;6;NA;NA;NA;NA;3;5;2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;6;1;6;6;1;6;6;6;6;1;1;1;6;6;6;1;1;6;1;6;1;6;6;6;6;2;6;6;6;6;6;6;6;6;1;6;6;6;2;3;5;135
6;27;2;2;9;NA;NA;NA;NA;1;4;8;0;4;0;3;1;0;6;1;1;6;1;1;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;54;1;5;3;1;2;6;6;2;5;2;0;0;0;1;0;0;6;1;6;6;6;1;1;6;6;1;6;1;1;6;1;6;6;6;6;6;1;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;49;2;5;1;1;9;6;6;4;4;4;1;2;0;1;1;0;1;1;1;1;6;1;1;1;1;1;1;1;6;6;1;1;1;1;6;1;6;1;1;1;1;1;1;1;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;1;6;6;6;2;5;3;664
1;48;2;2;3;1;3;1;6;2;5;4;1;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;6;6;6;1;6;1;6;6;6;1;1;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;1;8;1;NA
6;47;2;2;9;NA;NA;NA;NA;3;4;3;0;0;0;1;2;1;1;1;1;1;1;1;6;1;1;6;1;6;1;6;1;6;6;6;6;6;1;6;6;6;6;1;1;2;6;6;6;6;6;6;6;6;6;1;6;6;6;6;1;6;1;1;6;6;1;2;2;90
1;20;1;3;5;NA;NA;NA;NA;5;5;5;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;6;1;6;1;6;1;6;6;6;6;1;6;1;1;1;1;1;1;2;2;6;6;6;6;6;2;1;6;6;6;6;6;6;1;6;6;1;1;6;2;2;4;95
6;58;1;2;1;1;8;1;6;6;1;1;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;47;2;3;1;1;4;6;6;3;4;4;1;1;0;1;2;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;1;1;6;6;6;6;6;6;6;6;6;1;1;6;6;6;2;6;6;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;1;2;1;55
6;86;3;2;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;60;2;3;1;1;2;6;6;3;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;6;1;1;6;1;1;6;1;1;1;1;1;6;6;6;1;6;6;1;2;1;6;6;6;6;6;1;2;6;1;1;1;6;2;3;4;259
6;65;5;1;9;NA;NA;NA;NA;1;1;1;0;0;0;0;0;0;1;1;6;1;6;1;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6;1;1;1;1;37
1;47;1;5;3;1;1;1;6;2;1;1;0;0;0;1;0;0;1;6;1;1;6;6;1;1;6;6;6;1;6;6;1;1;6;6;6;1;6;6;6;6;6;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;6;6;1;4;1;415
6;19;1;3;5;NA;NA;NA;NA;3;4;3;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;2;6;6;2;1;2;2;1;1;1;1;6;1;1;1;1;1;6;4;6;14;817
6;45;5;7;1;1;4;6;6;4;2;3;0;2;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;1;1;1;1;1;1;1;1;1;2;1;1;2;6;1;6;6;6;1;1;1;1;6;1;1;1;1;1;6;4;7;35;1356
1;76;2;3;6;NA;NA;NA;NA;3;3;2;0;0;1;0;0;0;1;1;6;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;77;3;1;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;1;6;6;1;6;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;52;2;5;1;1;2;6;6;5;4;5;0;0;0;2;3;3;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;6;6;6;6;6;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;2;4;4;350
6;61;2;7;1;1;9;6;6;3;3;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;6;6;6;1;1;1;6;6;1;1;1;6;6;6;1;1;6;6;1;6;6;6;6;1;1;6;6;6;6;6;6;6;1;1;6;6;6;2;3;3;258
1;19;1;2;5;NA;NA;NA;NA;2;2;2;0;0;0;1;1;1;1;1;1;1;1;1;1;6;1;6;1;1;1;6;6;6;6;6;6;6;6;1;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;1;8;2;NA
1;46;1;7;4;NA;NA;NA;NA;3;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;6;1;1;1;6;6;6;1;2;2;2;6;6;6;6;6;6;2;6;2;6;6;6;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;75;3;1;7;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;52;2;3;9;NA;NA;NA;NA;6;3;2;0;0;0;1;1;0;1;1;1;1;6;1;1;6;6;6;1;6;6;6;1;1;1;1;6;1;6;6;6;6;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;1;1;8;1;NA
