"SEXO";"EDAD";"ESTC";"NIVELEST";"SIT_LAB";"TIP_JOR";"ACTIV";"OCUPACION1";"OCUPACION2";"ING_HOG";"TIP_H";"TOT_MH";"TOTAL10_15";"TOT_MEN16";"TOT_MAY74";"TOT_16_64_T";"TOT_16_64_NT";"TOT_16_24_E";"INTEFOR1";"INTEFOR2";"SERV14_1";"SERV14_2";"SERV14_3";"SERV14_4";"SERV14_5";"SERV14_6";"SERV15_1";"SERV15_2";"SERV15_3";"SERV15_4";"SERV15_5";"SERV15_6";"SERV16_1";"SERV16_2";"SERV16_3";"SERV16_4";"SERV17_1";"SERV17_2";"SERV17_3";"ALMINT";"SERV18_1";"SERV18_2";"SERV18_3";"COMPRAS";"ULT_COM";"PROD1";"PROD2";"PROD3";"PROD4";"PROD5";"PROD6";"PROD7";"PROD8";"PROD9";"PROD10";"PROD11";"PROD12";"PROD13";"PROD14";"PROD15";"PROD16";"VENDPRIV";"VENDEDOR1";"VENDEDOR2";"VENDEDOR3";"VENDEDOR4";"NCOMPRAS";"VCOMPRAS";"NCOMPRAS_cont";"VCOMPRAS_cont"
1;58;2;2;6;NA;NA;NA;NA;6;4;4;0;0;0;1;3;1;6;1;6;6;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;39;2;1;1;2;2;1;6;2;4;4;1;2;0;2;0;0;6;1;1;1;1;1;1;6;1;6;6;1;6;6;1;1;1;1;6;1;1;6;6;6;6;1;1;1;1;6;6;6;6;1;6;6;1;6;1;1;6;6;6;6;1;6;6;6;3;2;6;99
6;57;3;3;1;1;9;6;6;3;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;6;6;1;6;6;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;94;3;1;6;NA;NA;NA;NA;2;5;2;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;36;1;3;1;1;10;1;6;6;1;1;0;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;23;1;2;4;NA;NA;NA;NA;2;4;3;0;0;0;0;3;0;6;1;1;6;1;1;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;44;1;7;1;1;9;6;6;4;3;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;1;1;6;6;1;1;1;6;1;1;1;1;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;1;3;1;169
1;51;2;7;1;1;9;6;6;5;4;4;2;2;0;2;0;0;1;1;1;1;1;1;1;1;6;6;6;1;6;6;1;1;6;6;1;1;6;1;1;1;1;1;1;6;6;6;1;6;6;1;6;1;6;6;6;6;6;6;6;1;1;6;6;6;1;3;1;160
6;72;3;3;6;NA;NA;NA;NA;3;1;1;0;0;0;0;0;0;1;6;1;1;1;1;1;1;6;6;6;6;6;6;1;1;6;6;6;1;6;6;6;6;6;1;1;6;6;1;6;6;6;6;6;6;6;6;1;6;6;6;6;1;1;6;6;6;1;2;1;66
6;49;2;7;0;NA;NA;NA;NA;2;3;2;0;0;0;1;1;0;6;1;1;6;6;1;1;1;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;85;3;0;9;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;67;2;2;6;NA;NA;NA;NA;2;3;2;0;0;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;69;5;3;6;NA;NA;NA;NA;6;1;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;43;2;2;1;2;10;1;6;3;4;4;2;2;0;2;0;0;1;1;6;6;6;1;1;1;1;6;6;1;6;6;1;6;6;6;6;6;6;6;6;6;6;1;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
1;67;2;0;6;NA;NA;NA;NA;1;3;2;0;0;0;0;0;0;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;78;5;3;6;NA;NA;NA;NA;2;4;3;0;0;1;0;2;0;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;86;1;0;6;NA;NA;NA;NA;6;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;68;2;7;6;NA;NA;NA;NA;3;5;2;0;0;0;0;1;0;1;1;1;1;6;1;1;1;6;6;6;6;6;6;1;6;6;6;1;1;1;6;6;6;6;1;1;2;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;3;7;8;1059
1;48;1;3;4;NA;NA;NA;NA;6;1;1;0;0;0;0;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;66;2;2;6;NA;NA;NA;NA;4;3;2;0;0;0;0;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;50;2;2;1;1;3;1;6;2;3;2;0;0;0;2;0;0;1;1;1;1;1;1;1;1;6;6;6;1;6;6;1;6;6;6;1;1;1;6;6;1;6;1;1;1;6;6;2;6;6;6;6;6;6;6;6;6;1;1;2;6;1;1;6;6;2;3;5;132
1;47;2;2;3;1;1;1;6;2;4;5;2;3;0;1;1;0;1;1;6;1;6;1;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;71;2;6;6;NA;NA;NA;NA;3;3;2;0;0;0;0;0;0;6;1;1;1;6;1;1;1;1;1;6;6;6;6;1;1;1;1;6;1;6;6;6;6;6;1;1;6;6;6;1;1;1;2;6;6;6;6;6;6;6;6;6;6;1;6;6;6;2;3;5;153
6;37;2;3;4;NA;NA;NA;NA;2;5;3;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;45
1;42;2;2;3;1;4;1;6;2;4;3;1;1;0;1;1;0;1;6;1;1;1;1;1;1;6;6;1;6;6;6;1;1;6;6;6;1;1;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;60;2;2;4;NA;NA;NA;NA;6;4;3;0;0;0;0;3;0;1;1;1;1;6;1;1;1;1;1;1;1;6;6;1;1;6;1;1;1;6;6;6;6;6;1;2;2;6;6;6;6;6;2;6;6;6;2;6;2;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;25;1;6;1;1;9;6;6;3;4;4;1;1;0;3;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;1;1;1;1;6;1;1;1;1;1;6;2;6;6;6;6;6;6;6;6;1;6;6;6;1;1;6;6;6;1;4;1;451
6;65;2;1;9;NA;NA;NA;NA;3;4;3;0;0;0;0;1;0;1;6;6;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;59;1;5;1;1;9;1;6;2;1;1;0;0;0;1;0;0;6;1;6;1;6;1;1;1;6;6;6;1;1;6;1;6;6;6;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;71;2;5;6;NA;NA;NA;NA;4;3;2;0;0;0;0;0;0;1;1;1;1;6;1;1;1;1;1;6;1;6;6;1;1;1;6;6;1;6;1;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;1;3;2;290
1;77;2;1;6;NA;NA;NA;NA;2;3;2;0;0;2;0;0;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;44;1;3;1;1;4;1;6;3;4;3;0;1;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;6;6;6;6;1;6;6;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;54;2;3;3;1;6;1;6;3;3;2;0;0;0;2;0;0;1;1;1;6;6;6;1;1;1;6;1;1;6;6;1;6;6;1;6;1;6;1;1;1;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;40;2;3;1;2;2;1;6;5;4;4;1;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;1;1;1;6;1;1;1;1;1;6;1;6;6;6;2;1;2;6;2;6;6;1;6;2;2;1;1;6;6;1;4;2;332
6;77;2;0;9;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;44;2;5;1;1;2;6;6;2;4;3;1;1;0;2;0;0;1;6;1;1;1;1;1;1;6;1;1;1;1;6;1;1;6;6;6;1;6;1;6;1;1;1;1;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;1;1;1;48
1;57;3;3;1;1;3;6;6;3;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;1;1;1;1;6;6;6;1;1;6;6;6;6;6;6;1;2;6;6;2;6;6;6;6;1;1;1;6;1;1;2;2;4;80
6;48;2;7;4;NA;NA;NA;NA;3;4;4;0;2;0;0;2;0;1;6;1;1;6;1;1;1;6;6;6;6;6;6;1;1;6;6;6;6;6;6;6;6;6;1;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;6;6;6;1;2;1;95
6;20;1;3;5;NA;NA;NA;NA;1;4;3;0;0;0;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;6;1;1;1;1;2;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
1;27;1;3;1;1;2;1;6;6;4;4;0;0;0;4;0;0;1;1;1;1;1;1;1;6;1;1;1;1;1;6;1;6;6;6;1;1;1;6;6;6;6;1;1;6;1;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1;1;1;6;2;3;3;173
1;53;2;7;1;1;6;6;6;5;4;4;1;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;1;6;6;6;6;6;6;1;1;6;6;6;1;1;1;6;6;6;2;2;5;57
6;73;2;1;9;NA;NA;NA;NA;1;2;2;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;38;2;3;1;1;2;1;6;4;4;3;0;1;0;2;0;0;1;1;1;1;1;1;1;1;1;1;6;1;6;6;1;6;1;6;6;1;6;6;6;6;1;1;1;6;6;6;1;6;6;2;6;6;6;6;6;6;6;6;6;6;1;6;1;6;2;2;5;51
1;90;2;2;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;1;6;1;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;41;2;6;1;1;2;6;6;3;4;3;0;1;0;2;0;0;1;1;1;1;1;1;1;1;6;6;1;1;1;1;1;1;1;1;6;1;1;1;6;1;1;1;1;1;6;2;2;6;6;1;6;6;1;1;6;1;1;6;2;2;1;6;6;1;4;5;16;590
1;40;2;5;2;1;2;1;6;2;4;4;0;2;0;2;0;0;1;6;6;1;6;1;1;1;6;1;6;1;6;6;6;6;6;6;6;1;6;6;6;6;6;1;1;2;6;2;6;6;6;6;2;6;6;6;1;6;6;6;6;6;1;6;6;1;2;2;4;86
6;20;1;3;5;NA;NA;NA;NA;6;5;7;0;0;1;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;6;6;6;6;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;40;2;3;1;1;9;6;6;2;4;4;2;2;0;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;6;1;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;51;2;5;1;1;9;6;6;3;4;4;0;0;0;2;2;2;1;6;1;1;6;1;1;1;6;1;1;1;6;6;1;1;6;6;6;1;6;6;1;1;6;1;1;1;6;6;6;6;6;6;6;6;1;6;6;1;1;6;6;6;1;6;6;6;3;3;6;221
6;51;5;3;1;2;10;1;6;2;2;3;0;0;0;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;6;6;1;1;1;1;6;1;6;6;1;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;43;2;6;1;1;6;6;6;6;4;3;1;1;0;2;0;0;1;1;1;1;6;1;1;6;1;1;1;1;1;6;1;1;6;1;1;1;6;6;1;1;1;1;1;6;2;6;6;6;6;2;2;6;6;6;6;6;6;6;6;2;NA;NA;NA;NA;1;8;1;NA
1;21;2;2;3;1;4;6;6;5;4;4;0;0;0;3;1;1;1;1;1;1;1;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;6;6;6;6;6;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;1;2;2;86
6;86;3;1;6;NA;NA;NA;NA;2;1;1;0;0;1;0;0;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;26;1;5;5;NA;NA;NA;NA;6;4;4;0;0;0;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;1;1;1;1;1;1;1;1;1;2;2;6;2;6;1;2;2;6;2;6;6;6;6;6;6;1;1;1;1;1;1;1;24
1;71;2;1;6;NA;NA;NA;NA;1;3;2;0;0;0;0;0;0;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;84;2;2;6;NA;NA;NA;NA;6;3;2;0;0;2;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;16;1;2;5;NA;NA;NA;NA;6;4;4;0;0;0;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;1;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;64;2;1;6;NA;NA;NA;NA;2;5;2;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;63;1;1;4;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;64;1;0;4;NA;NA;NA;NA;1;1;1;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;85;3;1;6;NA;NA;NA;NA;2;5;3;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;62;2;0;4;NA;NA;NA;NA;1;3;2;0;0;0;1;1;0;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;63;2;1;1;1;4;6;6;6;5;2;0;0;0;1;1;0;1;6;1;1;1;1;1;1;6;6;1;1;6;6;1;6;6;6;6;1;6;6;6;6;6;1;2;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA
6;92;3;2;6;NA;NA;NA;NA;6;2;3;0;0;1;2;0;0;1;6;1;1;1;1;1;1;1;6;1;6;6;6;1;1;1;1;6;1;6;6;1;6;6;1;1;1;2;1;1;1;6;6;6;6;6;6;2;2;6;6;1;6;1;6;6;6;2;3;3;273
6;41;2;2;2;1;10;1;6;3;4;3;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;6;1;1;1;6;1;1;1;1;6;1;6;1;6;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;58;2;1;4;NA;NA;NA;NA;6;4;4;0;0;0;0;4;0;1;1;6;1;1;1;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;72;3;3;6;NA;NA;NA;NA;2;2;2;0;0;0;0;1;0;1;1;1;6;1;1;1;1;1;6;1;1;6;6;1;6;6;1;6;1;6;1;6;6;6;1;1;6;6;6;6;6;6;6;6;6;6;6;1;6;6;6;6;1;1;6;6;6;1;3;1;151
1;61;2;3;6;NA;NA;NA;NA;6;3;2;0;0;0;1;1;0;1;1;1;6;6;1;1;1;1;6;6;1;6;6;1;1;1;1;1;1;6;6;6;6;1;1;1;6;2;6;2;6;6;6;2;6;6;6;6;6;6;2;2;2;NA;NA;NA;NA;2;2;4;54
6;90;3;1;6;NA;NA;NA;NA;1;2;3;0;0;2;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;69;2;0;6;NA;NA;NA;NA;2;2;3;0;0;0;1;1;0;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;57;2;1;3;1;4;6;6;4;4;3;0;0;0;3;0;0;1;1;1;1;1;1;1;1;1;6;1;1;6;6;1;1;1;1;1;1;6;1;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;25;1;3;4;NA;NA;NA;NA;1;4;6;0;0;0;0;4;3;6;1;1;1;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;1;1;6;6;6;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;58;2;5;1;1;10;1;6;3;4;3;0;0;0;2;1;0;1;1;1;1;1;1;1;1;1;6;6;6;1;6;6;6;6;1;6;6;1;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;60;2;5;4;NA;NA;NA;NA;1;3;2;0;0;0;0;1;0;1;1;6;1;1;1;1;6;6;6;6;6;1;6;1;6;6;6;6;6;6;6;6;6;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;62;2;2;4;NA;NA;NA;NA;2;3;2;0;0;0;0;1;0;6;1;6;6;6;1;6;6;6;1;6;1;6;6;1;6;6;6;6;6;6;6;6;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;33;2;7;1;1;8;6;6;3;3;2;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;1;1;1;6;1;6;1;1;1;6;6;6;6;6;1;6;6;6;1;6;6;6;6;1;1;1;6;1;6;4;5;16;631
6;65;1;7;6;NA;NA;NA;NA;4;1;1;0;0;0;0;0;0;1;1;1;1;6;1;1;1;6;6;6;1;6;6;1;1;1;1;6;1;6;1;1;1;6;1;1;1;6;6;6;6;6;6;1;1;6;6;1;1;2;6;6;6;1;6;1;6;2;3;5;261
1;41;1;2;1;1;2;6;6;3;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;1;6;6;6;1;6;1;6;6;6;1;1;6;1;6;6;6;6;6;2;6;6;6;6;6;6;6;6;6;1;6;1;6;1;1;2;24
6;81;3;0;6;NA;NA;NA;NA;1;1;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;47;1;6;1;1;9;6;6;6;4;3;0;1;0;2;0;0;1;6;1;1;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;1;1;6;6;6;6;1;1;6;1;6;6;6;6;6;1;6;6;1;1;6;6;6;6;1;1;1;1;6;1;1;2;8
1;23;2;2;0;NA;NA;NA;NA;1;4;3;0;0;0;0;3;0;6;1;6;6;1;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;1;1;6;6;6;1;1;1;6;6;2;6;6;6;6;6;6;6;6;6;1;6;6;6;1;6;1;6;3;1;6;8
